fips,intercept,SP,unemployment,mortgage_rates,ind_prod,labor_force,arima_error
6097,0.076805194,0.028266363,-0.002804048,0.022370207,-0.027224054,0.018210744,0.043413688
53063,0.070640398,-0.002031026,-0.000263701,-0.020784543,0.023788044,0.012805638,0.038055247
36085,0.041800147,0.00684597,-0.029037555,0.020687725,-0.012320948,-0.013577408,0.009855321
36067,0.027581089,0.001672619,0.016346338,-0.008493552,0.022888373,-0.004389282,0.053246834
12101,0.075291162,0.017056406,-0.046916539,0.010718331,-0.036764347,-0.015557541,0.006148246
25013,0.028226795,0.007270735,-0.000580839,0.003057673,0.017828694,-0.021140997,0.027536189
48339,0.042266857,0.004454064,-0.003179789,0.001352061,-0.002880168,0.000689482,0.036384626
45045,0.046845718,0.000484423,-0.022398128,0.003401529,-0.010103281,0.002121971,0.029719784
34005,0.013321003,0.002065363,-0.000939188,-0.011880825,0.017027078,-0.008433379,0.027820545
6107,0.075480358,0.020230692,-0.000173031,0.017008602,-0.012178466,-0.005961651,0.028185399
39095,0.03759042,-0.003875766,-0.000961636,-0.014667739,0.017367639,0.012783918,0.075237255
8001,0.092858829,0.005432632,-0.02574195,0.01122265,-0.024781931,-0.011417922,0.05545867
22033,0.014040114,0.005426814,-0.001606939,0.004067637,-0.00256235,-0.006133867,-0.014687782
51810,0.021169031,0.002841046,0.005933786,-0.006046053,0.010540654,-0.005658185,0.015551705
42133,0.023683318,-0.001639617,-0.001456011,-0.005089078,0.011097958,-0.007300111,0.026526815
22051,0.029424425,0.004759892,0.000473373,-0.006146925,0.009461551,-0.014086227,-0.004056095
47093,0.041222561,0.000340973,-0.010156918,-0.013008843,0.011431578,-0.003032271,0.038324538
19153,0.040511745,-0.000856983,-0.009962689,0.003582307,-0.005016018,-0.005619958,0.009634945
26049,0.072173302,0.004006655,0.0107635,0.000631432,0.025996034,-0.00834034,0.00514752
53011,0.083738597,0.008774271,-0.022101774,0.007871497,-0.027948639,-0.00672067,0.024850891
6083,0.060988584,0.026578125,0.017927017,0.024055036,0.000113434,-0.009505049,0.00746444
12117,0.080080444,0.02066632,-0.019082431,0.014878698,-0.024502797,-0.005506478,0.008628056
48491,0.061739397,0.006103752,0.001155409,-0.00086244,-0.003476157,0.011560839,0.005813311
32031,0.107704112,0.023898021,0.000555017,0.035832048,-0.017191121,-0.003231346,0.037332291
6053,0.082850521,0.02831921,0.005328746,0.029522467,-0.013135743,-0.007820924,0.01924847
6095,0.094228232,0.039534495,0.017839117,0.03934708,-0.010249657,0.005393254,0.022612912
1097,0.02521781,0.007443447,-0.011969497,-0.01454921,0.003663603,0.017322329,0.011863083
42011,0.027632031,0.001427974,0.012822506,-0.00181746,0.023230708,5.75E-05,0.029263367
48061,0.017416951,-0.000852665,-0.000369033,-0.019982608,0.02164661,-0.013696402,0.055591645
51153,0.040379495,0.014193721,0.006444984,-1.21E-05,-0.001748465,-0.002903254,0.003124992
33011,0.045998052,0.003722464,-0.012695506,0.009801604,0.012668626,-0.033473473,0.020178102
27037,0.061971244,0.016990246,0.001630253,0.004551551,-0.005246785,0.001495655,0.00059514
16001,0.104299335,0.005633034,0.017790511,0.000570465,0.022772963,-0.015325285,0.056889887
55133,0.037555294,0.007467171,-0.009463035,-0.000272146,0.000143425,-0.004787243,0.036368945
45079,0.018544781,-0.005493075,-0.032230616,-0.010860607,-0.01514266,-0.007505137,0.032456609
5119,0.013743463,-0.00409505,0.006999748,-0.004675918,0.008041108,0.002648444,-0.014726147
12115,0.062325553,0.005516741,-0.008529658,0.00100283,-0.024990836,0.009653299,0.035773513
41005,0.069738506,0.015863756,-0.009858173,0.010056033,-0.020186303,0.013733374,0.013057627
4021,0.092130561,0.017060054,0.007534968,0.006564797,0.007469405,-0.020543619,0.007886025
39151,0.039259102,-0.005876709,0.012153293,-0.009440523,0.022227022,-0.00431623,0.027055209
36071,0.020357444,-0.002864423,0.008964723,-0.001408138,0.036636585,-0.003793955,0.027599026
39017,0.045674217,0.005939449,0.000854816,-0.000629326,0.009528706,0.010107995,0.101274099
34021,0.014931325,0.001503536,6.61E-05,-0.001371722,0.016419955,-0.006366499,0.039883813
42129,0.023707875,-0.004257581,0.00973876,0.000393096,0.011358115,-0.006915922,-0.000622697
29183,0.041039309,0.001187348,-0.008795603,-0.003349258,0.000393223,-0.002772856,0.014130966
18003,0.048469893,0.001171721,-0.004777784,-0.012858306,0.015327554,0.005792619,0.035006608
41039,0.063535967,0.009948685,-0.000946433,0.004517977,0.005661605,0.019282465,0.035303457
37067,0.031406244,0.000354231,-0.022446555,-0.004681285,0.010808467,-0.028031167,0.01478932
45019,0.052424319,0.006283096,-0.01264796,0.007967095,-0.017971694,-0.002471175,0.03318613
42077,0.026633702,-0.009818672,-0.000580715,0.002560339,0.011432065,-0.018159232,0.016467754
6061,0.074253901,0.02682319,0.006468741,0.025710802,-0.014786764,-0.008578073,0.005759331
26161,0.063217483,0.012145479,-0.001718024,0.020329904,-0.005317116,0.0002325,0.001469108
22071,0.04121222,-0.002700934,-0.012768371,0.005801701,-0.026203713,0.011744747,0.015332574
48355,0.048396196,0.013001039,-0.008726194,-0.00390647,-0.016488419,-0.012776373,0.004415551
47065,0.042665653,0.011487876,-0.004773633,-0.006073255,0.008108763,0.009786492,0.060358309
1089,0.030958004,-0.001972786,-0.028569565,-0.012643643,-0.001130962,-0.014444312,0.075658645
12083,0.063946469,0.011676146,-0.039442551,0.00706886,-0.021987151,-0.000874047,0.001713764
27003,0.065665777,0.012024729,-0.000458713,0.011842147,-0.002629355,-0.00583835,0.01967703
34035,0.015781261,0.000976222,0.001636624,0.004565966,0.009721549,-0.016841331,-5.68E-05
12081,0.06532341,0.008928157,0.005607722,0.005040217,-0.013485927,0.017722183,0.005306681
12021,0.051666047,0.003481504,0.011756045,-0.001659497,-0.008521933,0.017799109,0.049115296
42079,0.018170978,-0.001756852,0.01327738,-0.004761738,0.025633936,-0.012094905,0.037113165
37051,0.005559904,-0.003258575,-0.010392522,-0.015193416,0.020334663,-0.015607546,0.046321335
29510,0.031255208,-0.007752698,-0.011880093,-0.030000568,0.02298349,-0.017267556,-0.003118369
51041,0.035952103,0.007102237,-0.012790431,0.002180777,-0.001942811,-0.01186286,0.018682644
41047,0.076690709,0.010090582,-0.022181117,0.006636641,-0.006290665,0.020974277,0.003870196
48039,0.050886086,0.010641519,-0.031978155,0.007040864,-0.010845678,-0.019540756,0.002285986
51107,0.034441205,0.012658652,0.001493007,0.00137828,0.001841695,-0.007993647,0.001367404
36087,0.015773648,-0.000933296,-0.008028318,0.010184272,0.005605174,-0.013264469,0.012523839
48027,0.030399126,-0.002326004,-0.015725679,-0.017547163,0.010768781,-0.015448973,0.028849127
17111,0.031087778,0.009280797,-0.017307019,0.01974855,-0.006994325,-0.019086103,0.023559396
51087,0.03786158,0.006071317,-0.012169571,0.003970498,-0.002840099,-0.012162598,0.000181118
49011,0.072197509,0.004306284,-0.012458012,0.001065683,-0.004723312,0.001055025,0.079898814
36001,0.015687563,0.002212129,-0.00431659,-0.001235724,0.007320804,-0.002525299,0.044802514
39093,0.033930997,0.000321211,0.01402775,-0.008476448,0.022979177,-0.001080426,0.020444213
8069,0.06720367,-0.002053242,-0.033096345,0.003851594,-0.027306901,-0.004215489,0.013306147
42095,0.024840928,-0.006348016,-0.001175408,-0.000268909,0.014743535,-0.02344807,0.026045401
12033,0.049962231,0.002496198,-0.041122571,0.008311609,-0.01465838,-0.018437682,0.067727525
36027,0.020773425,0.000921993,0.004784969,-0.005991182,0.031868755,-0.014736805,0.044381646
12069,0.070646017,0.01192294,-0.011839972,0.014091562,-0.010195064,-0.00820292,0.005167464
21067,0.036101934,0.007209499,-0.003225103,-0.005822775,0.005989534,-0.003159933,0.044319617
17201,0.013159789,-0.008817142,-0.018206475,-0.002271737,0.003602587,-0.004002479,0.079992009
33015,0.048188324,0.00579101,-0.022228788,0.012443963,-0.006673426,-0.028033048,0.008173036
8013,0.068557273,-0.005149428,-0.039956577,0.011976225,-0.029595066,-0.016292917,0.002177706
48167,0.051214207,0.002281036,-0.01986938,-0.002069079,-0.009324767,-0.009341358,0.000744868
34015,0.012515764,0.002486577,0.00274497,-0.012035298,0.015992733,-0.004962143,0.054966115
24027,0.016449774,0.013156673,-0.008361011,0.010679086,-0.008052808,-0.014637487,0.000447828
8035,0.062619467,0.004029087,-0.000669702,0.004976612,-0.011396136,0.00539191,0.013941747
31109,0.045785895,0.001280059,-0.005894327,-0.005159808,0.003308971,0.004106951,-0.015639003
45083,0.045096521,0.007248049,-0.023397691,-0.008546518,-0.005963415,0.011809507,0.03260321
23005,0.047028202,0.004281785,-0.00441938,-0.01254895,0.003104815,-0.000822254,0.06988136
26065,0.049868497,0.009382438,0.002882955,-0.001892513,0.017122547,0.007040647,0.005806502
42049,0.016234856,-0.002627103,0.00839899,-0.005795616,0.01319476,-0.00856764,0.000735889
48303,0.032062225,0.011529347,-0.000580897,-0.006479604,0.00823833,-0.00158084,0.038601796
12111,0.09396263,0.009720342,-0.022698824,0.023054245,-0.031006743,0.001280053,0.043827844
12073,0.035260095,0.008798851,-0.023464333,0.002935112,-0.005157193,-0.010518333,0.003676575
29077,0.043767903,-0.001059247,0.010737731,-0.002541617,0.030022353,-0.01666284,0.023024147
18057,0.039802695,0.0052549,-0.003569158,0.003665267,0.001668359,-0.004286369,0.004864528
34001,0.006579871,0.009913541,0.034000582,-0.012515261,0.056378116,2.79E-05,0.053148922
9011,0.012144631,0.01247145,-0.016564459,-0.008932947,0.009958719,-0.013033929,0.062054287
17163,0.014142259,0.003899954,-0.012210241,-0.010760235,0.002485273,0.005249847,0.026095663
6079,0.058212959,0.017535974,-0.007445393,0.018920444,-0.019594248,-0.009337557,0.003780878
45051,0.033863541,-0.001696426,-0.002760087,0.009768231,0.008510054,-0.012458755,0.022623976
17119,0.016286671,-0.000667127,-0.009821085,-0.010314364,0.004333258,-0.002522636,0.029585192
12097,0.089393971,0.024025075,-0.007978242,0.032448914,-0.023467468,-0.015844053,-0.002980302
42043,0.022154761,0.002006932,0.008699504,-0.007264475,0.019843549,-0.002682745,0.02147669
37063,0.053204514,0.001930325,-0.033464905,0.010425097,-0.006598908,-0.020981284,0.003789828
18141,0.043647194,0.00228183,-0.011533625,-0.008875426,0.008343318,-0.002072814,0.056818212
13051,0.030481023,0.001213855,-0.013452698,-0.001466237,0.004151133,-0.010953369,0.00862977
26139,0.063356675,0.001183683,-0.007218089,0.006981353,-0.002377184,-0.004015852,0.005187362
47149,0.070111389,0.000525491,-0.017967519,-0.001280269,-0.01509212,0.014660594,0.029229242
45063,0.024112609,0.00331677,-0.016615261,-0.00502674,0.002957126,-0.001143601,0.019889947
6087,0.070493306,0.019801996,0.003728923,0.025534405,-0.015997455,-0.006047684,0.017790625
13063,0.130613598,0.024288236,-0.02010761,0.017708922,0.010655244,-0.035624949,-0.003027695
6047,0.097993686,0.021818815,0.003293758,0.034582115,-0.008612811,-0.014643082,0.019220758
40027,0.025213298,0.003520829,0.008852293,-0.007660366,0.011478584,-0.002806796,0.000995146
22017,-0.001252999,-0.00237895,0.002948245,-0.007240653,0.002349052,-0.007643271,0.003527233
8123,0.081430187,0.001236953,-0.021259746,0.012519815,-0.016766093,-0.001375644,0.050145343
6041,0.06731288,0.018759208,-0.002600619,0.009290887,-0.02244109,0.001173009,0.007680164
48245,0.033989109,-0.000402753,0.011924373,-0.002978323,0.020769683,-0.009698322,-0.000831488
53067,0.063508182,0.003404575,-0.00333509,-0.012461621,0.014970596,0.012779954,0.107731144
53035,0.066005575,0.003659073,-0.02618249,-0.00635057,-0.014279729,0.019439795,0.14707377
26077,0.053467845,0.002335239,0.004421554,-0.000623333,0.016856848,0.001816301,0.021617183
48479,0.013568614,-0.006799033,-0.025683296,0.011172858,-0.017989657,-0.000370172,0.000886366
55009,0.034906797,-0.003974567,-0.017705261,-0.016165235,0.013228438,0.001515214,0.039763055
12001,0.045538433,0.008416842,-0.042853156,0.008262781,-0.014211661,-0.021611208,0.00077832
28049,0.014780871,-0.002790344,-0.004672219,0.004976346,0.007248572,0.032978381,-0.024261509
24025,0.018747812,0.006480047,-0.016253831,9.43E-05,-0.002666958,-0.016181783,5.17E-05
53077,0.062629812,-0.012666438,-0.006963113,-0.016371487,0.016695245,0.00124162,0.019612059
51710,0.01787081,0.000396946,0.008117507,-0.009498568,0.021681477,0.005234227,0.036692219
39099,0.029391715,-0.002534788,0.01063712,-0.007819544,0.021532999,-0.003470651,0.073202007
37021,0.048872347,0.004196194,-0.028278643,0.007308894,-0.010047133,-0.020618157,0.033924892
27163,0.051656838,0.014110841,-0.001312001,0.010133949,-0.003516656,-0.00779825,0.004415756
42041,0.019636192,-0.004173238,-0.003009467,-0.004041421,0.004492859,-0.014108642,0.005053949
48309,0.052109561,0.006619448,-0.01200805,-0.003688617,0.006918751,0.003483091,0.04728955
36065,0.029685474,0.003408889,0.002670651,-0.000219404,0.015386312,0.011794336,0.038256604
22103,0.027612282,0.012299386,-0.000692338,-0.006569614,-0.003124812,-0.006090179,0.006191269
24021,0.030301467,0.010582389,0.000954115,0.014334358,0.002398542,-0.015943395,0.000999092
49057,0.07707941,0.008071452,-0.006442304,0.013605008,0.004939132,0.030398842,0.013092793
39085,0.028983195,-0.002010689,0.006196127,-0.010785828,0.016909212,0.002329182,0.015980335
1101,0.001467433,0.004982692,-0.000332639,-0.012353929,0.013416069,0.011288411,0.019157473
45091,0.068241404,-0.006014479,-0.012940784,-0.023298219,0.018216008,-0.017283859,0.038611474
51550,0.021195144,0.003839148,-0.002312445,-0.005952409,0.008394974,-0.003640006,0.026664232
29047,0.047814679,0.000927862,-0.008295039,0.002603358,0.003878151,-0.007248231,0.040447503
22055,0.010157083,0.005033058,0.007649516,0.001894065,0.001009558,0.000840513,0.008581248
5007,0.053235729,0.0077024,-0.016430297,-0.006292975,-0.008820397,-0.010997973,0.000233718
6007,0.065461445,0.016032644,-0.011943856,0.018511143,0.003185668,-0.004082093,0.001173897
36091,0.019916349,0.000110344,-0.000606996,-0.005231519,0.001130875,-0.010265117,0.01707007
29099,0.025883751,-0.003998555,-0.009644438,-0.008670024,0.008898289,-0.000347312,0.010506581
36063,0.044872278,0.001253014,0.011357068,-0.003760241,0.027454028,-0.001095478,0.010520505
25001,0.031524377,0.008555587,0.000524625,-0.000182304,0.010365721,-0.007006666,0.008458797
42069,0.005796658,-0.004129284,0.005581217,-0.002636223,0.021567729,-0.008330546,0.031773486
13057,0.065607029,0.00935165,-0.011665201,0.014438975,-0.011824529,-0.00491257,-0.018378945
39165,0.043749112,0.00591349,0.000501498,-0.006415876,0.01024466,-0.00023538,0.050132045
19113,0.023836643,0.001670178,0.000300774,-0.000464838,0.008710854,-0.001492834,0.008134305
4025,0.076391801,0.020188577,0.004738214,0.008158478,-8.51E-05,0.001237437,0.01277735
39155,0.032079433,-0.000310839,0.009413218,-0.007364712,0.022266963,-0.013476905,0.036868074
